video_path,label,label_name
archive/RWF-2000/train/NonFight/-1l5631l3fg_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/-1l5631l3fg_1.avi,0,NonFight
archive/RWF-2000/train/NonFight/0AvTZRYx_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/0GGPb4iO_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/0H2s9UJcNJ0_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/0H2s9UJcNJ0_1.avi,0,NonFight
archive/RWF-2000/train/NonFight/0H2s9UJcNJ0_2.avi,0,NonFight
archive/RWF-2000/train/NonFight/0NqPsSHdri8_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/0QSeuqzpcOQ_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/0QSeuqzpcOQ_1.avi,0,NonFight
archive/RWF-2000/train/NonFight/0TFi8D8IBg4_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/0TP13Nyn_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/0vasozvJYvk_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/0vasozvJYvk_1.avi,0,NonFight
archive/RWF-2000/train/NonFight/0vasozvJYvk_2.avi,0,NonFight
archive/RWF-2000/train/NonFight/0xoSMgad_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/0YbzxGPE_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/0_DzLlklZa0_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/0_DzLlklZa0_1.avi,0,NonFight
archive/RWF-2000/train/NonFight/0_DzLlklZa0_2.avi,0,NonFight
archive/RWF-2000/train/NonFight/0_DzLlklZa0_3.avi,0,NonFight
archive/RWF-2000/train/NonFight/11vr9Jho_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/14YZVngQ_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/16O0PIQP_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/18xQQOv5_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/1A3zEkCHBl8_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/1A3zEkCHBl8_1.avi,0,NonFight
archive/RWF-2000/train/NonFight/1A3zEkCHBl8_2.avi,0,NonFight
archive/RWF-2000/train/NonFight/1ahhhDBQHxg_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/1dsLuL5Lvbc_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/1O4KGHbRt3M_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/1O4KGHbRt3M_1.avi,0,NonFight
archive/RWF-2000/train/NonFight/1oEbrZhr_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/1OXrIaQK_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/1QixA5m2_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/1r91ACCe_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/1tU4kxa51vw_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/1tU4kxa51vw_1.avi,0,NonFight
archive/RWF-2000/train/NonFight/1tU4kxa51vw_2.avi,0,NonFight
archive/RWF-2000/train/NonFight/1Ytq2moWGdw_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/24E0xYYUz44_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/24E0xYYUz44_1.avi,0,NonFight
archive/RWF-2000/train/NonFight/24E0xYYUz44_2.avi,0,NonFight
archive/RWF-2000/train/NonFight/2bBn7MLg_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/2gkuUVq1_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/2KMf6p5Q_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/2KvkZ4yo_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/310cmTrl_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/36zWWHlldS8_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/3CQi0ZCCHvc_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/3CQi0ZCCHvc_1.avi,0,NonFight
archive/RWF-2000/train/NonFight/3CQi0ZCCHvc_2.avi,0,NonFight
archive/RWF-2000/train/NonFight/3djtKN3k_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/3Edebh8P_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/3GUaHts0_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/3HCpeji1_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/3kpviz7lAMY_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/3OKArbzg1uc_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/3pRrZ9TS_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/3qsou7p57Nk_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/3qsou7p57Nk_1.avi,0,NonFight
archive/RWF-2000/train/NonFight/3SS0E4SmTk8_0.avi,0,NonFight
archive/RWF-2000/train/NonFight/3SS0E4SmTk8_1.avi,0,NonFight
archive/RWF-2000/train/NonFight/3SS0E4SmTk8_2.avi,0,NonFight
